Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,64.9777808880647
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Germany,DEU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Germany,DEU,Net migration,SM.POP.NETM,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.177430343551393
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,238.252118037667
Ghana,GHA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,17.77811907
Ghana,GHA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Ghana,GHA,Net migration,SM.POP.NETM,..
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2.13076347294538
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,136.560363013097
Gibraltar,GIB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Gibraltar,GIB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Gibraltar,GIB,Net migration,SM.POP.NETM,..
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,-0.0445123677542554
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3369.1
Greece,GRC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Greece,GRC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Greece,GRC,Net migration,SM.POP.NETM,..
Greece,GRC,Population growth (annual %),SP.POP.GROW,-0.0562855184238398
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.1307137315749
Greenland,GRL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Greenland,GRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Greenland,GRL,Net migration,SM.POP.NETM,..
Greenland,GRL,Population growth (annual %),SP.POP.GROW,0.252238303411568
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.137329760019491
Grenada,GRD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Grenada,GRD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Grenada,GRD,Net migration,SM.POP.NETM,..
Grenada,GRD,Population growth (annual %),SP.POP.GROW,0.460536799472609
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,330.938235294118
Guam,GUM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Guam,GUM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guam,GUM,Net migration,SM.POP.NETM,..
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.885514507508963
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,312.561111111111
Guatemala,GTM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2.023599609
Guatemala,GTM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guatemala,GTM,Net migration,SM.POP.NETM,..
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.51998785357799
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,157.319270250093
Guinea,GIN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,11.80829729
Guinea,GIN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guinea,GIN,Net migration,SM.POP.NETM,..
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.79160707922075
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,53.446166368224
Guinea-Bissau,GNB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,10.3280676
Guinea-Bissau,GNB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,..
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.42141061795942
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,69.9857041251778
Guyana,GUY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.61013846
Guyana,GUY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Guyana,GUY,Net migration,SM.POP.NETM,..
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.482243720375381
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,3.99572771145542
Haiti,HTI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.13326464
Haiti,HTI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Haiti,HTI,Net migration,SM.POP.NETM,..
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.23054925437201
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,413.734869375907
Honduras,HND,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.176194551
Honduras,HND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Honduras,HND,Net migration,SM.POP.NETM,..
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.61313593312324
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,88.520940209134
"Hong Kong SAR, China",HKG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
"Hong Kong SAR, China",HKG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Hong Kong SAR, China",HKG,Net migration,SM.POP.NETM,..
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,-0.341579602527262
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7125.52380952381
Hungary,HUN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Hungary,HUN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Hungary,HUN,Net migration,SM.POP.NETM,..
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.219026829355275
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,106.835009861933
Iceland,ISL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Iceland,ISL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Iceland,ISL,Net migration,SM.POP.NETM,..
Iceland,ISL,Population growth (annual %),SP.POP.GROW,1.61271631750822
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.63408707725875
India,IND,People practicing open defecation (% of population),SH.STA.ODFC.ZS,14.9269267
India,IND,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
India,IND,Net migration,SM.POP.NETM,..
India,IND,Population growth (annual %),SP.POP.GROW,0.989413800188014
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,464.149410229417
Indonesia,IDN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.106439105
Indonesia,IDN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Indonesia,IDN,Net migration,SM.POP.NETM,..
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.06517898587775
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,145.683543548694
"Iran, Islamic Rep.",IRN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
"Iran, Islamic Rep.",IRN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Iran, Islamic Rep.",IRN,Net migration,SM.POP.NETM,..
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,1.29302669121629
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,51.5686491564135
Iraq,IRQ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Iraq,IRQ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Iraq,IRQ,Net migration,SM.POP.NETM,..
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2.29530432997508
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,92.6512526259536
Ireland,IRL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Ireland,IRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Ireland,IRL,Net migration,SM.POP.NETM,..
Ireland,IRL,Population growth (annual %),SP.POP.GROW,1.21632299788168
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,72.5028886630861
Isle of Man,IMN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Isle of Man,IMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Isle of Man,IMN,Net migration,SM.POP.NETM,..
Isle of Man,IMN,Population growth (annual %),SP.POP.GROW,0.522342171357118
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,149.178947368421
Israel,ISR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Israel,ISR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Israel,ISR,Net migration,SM.POP.NETM,..
Israel,ISR,Population growth (annual %),SP.POP.GROW,1.78321064217074
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,425.919593345656
Italy,ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Italy,ITA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Italy,ITA,Net migration,SM.POP.NETM,..
Italy,ITA,Population growth (annual %),SP.POP.GROW,-0.293517052809649
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,200.026947234071
Jamaica,JAM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.797579805
Jamaica,JAM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Jamaica,JAM,Net migration,SM.POP.NETM,..
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,0.436048924264813
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,273.422068328717
Japan,JPN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Japan,JPN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Japan,JPN,Net migration,SM.POP.NETM,..
Japan,JPN,Population growth (annual %),SP.POP.GROW,-0.340268777594094
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,345.229138545953
Jordan,JOR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.105266924
Jordan,JOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Jordan,JOR,Net migration,SM.POP.NETM,..
Jordan,JOR,Population growth (annual %),SP.POP.GROW,0.999208651805595
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,114.926109484118
Kazakhstan,KAZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Kazakhstan,KAZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kazakhstan,KAZ,Net migration,SM.POP.NETM,..
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,1.29209842042897
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.94686076230692
Kenya,KEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,8.506339764
Kenya,KEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kenya,KEN,Net migration,SM.POP.NETM,..
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2.25187943057208
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,94.4781600309238
Kiribati,KIR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,29.77130295
Kiribati,KIR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kiribati,KIR,Net migration,SM.POP.NETM,..
Kiribati,KIR,Population growth (annual %),SP.POP.GROW,1.55073260348907
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,147.464197530864
"Korea, Dem. People's Rep.",PRK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
"Korea, Dem. People's Rep.",PRK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Korea, Dem. People's Rep.",PRK,Net migration,SM.POP.NETM,..
"Korea, Dem. People's Rep.",PRK,Population growth (annual %),SP.POP.GROW,0.437971578219383
"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,214.091977410514
"Korea, Rep.",KOR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
"Korea, Rep.",KOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Korea, Rep.",KOR,Net migration,SM.POP.NETM,..
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,0.138141336294406
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,530.973943806399
Kosovo,XKX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Kosovo,XKX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kosovo,XKX,Net migration,SM.POP.NETM,..
Kosovo,XKX,Population growth (annual %),SP.POP.GROW,-0.757524967757475
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,..
Kuwait,KWT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Kuwait,KWT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kuwait,KWT,Net migration,SM.POP.NETM,..
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,1.49775613966585
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,239.65
Kyrgyz Republic,KGZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Kyrgyz Republic,KGZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,..
Kyrgyz Republic,KGZ,Population growth (annual %),SP.POP.GROW,2.07552017323031
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,34.3670490093848
Lao PDR,LAO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,16.48997195
Lao PDR,LAO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Lao PDR,LAO,Net migration,SM.POP.NETM,..
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,1.46904562085281
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,31.5232062391681
Latvia,LVA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Latvia,LVA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Latvia,LVA,Net migration,SM.POP.NETM,..
Latvia,LVA,Population growth (annual %),SP.POP.GROW,-0.643399845442153
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,30.6256724110163
Lebanon,LBN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Lebanon,LBN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Lebanon,LBN,Net migration,SM.POP.NETM,..
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,-0.442463494176285
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,667.198631476051
Lesotho,LSO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,21.98574388
Lesotho,LSO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Lesotho,LSO,Net migration,SM.POP.NETM,..
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,0.796017062223488
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,70.5616600790514
Liberia,LBR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,37.68302633
Liberia,LBR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Liberia,LBR,Net migration,SM.POP.NETM,..
Liberia,LBR,Population growth (annual %),SP.POP.GROW,2.40736760615038
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,52.5091050664452
Libya,LBY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.747842447
Libya,LBY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Libya,LBY,Net migration,SM.POP.NETM,..
Libya,LBY,Population growth (annual %),SP.POP.GROW,1.3750057277357
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,3.90516100799072
Liechtenstein,LIE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Liechtenstein,LIE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Liechtenstein,LIE,Net migration,SM.POP.NETM,..
Liechtenstein,LIE,Population growth (annual %),SP.POP.GROW,0.307260244097371
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,238.35625
Lithuania,LTU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Lithuania,LTU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Lithuania,LTU,Net migration,SM.POP.NETM,..
Lithuania,LTU,Population growth (annual %),SP.POP.GROW,0.0201473044178691
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,44.6223854382884
Luxembourg,LUX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Luxembourg,LUX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Luxembourg,LUX,Net migration,SM.POP.NETM,..
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,1.96033351479549
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,260.195473251029
"Macao SAR, China",MAC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
"Macao SAR, China",MAC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Macao SAR, China",MAC,Net migration,SM.POP.NETM,..
"Macao SAR, China",MAC,Population growth (annual %),SP.POP.GROW,1.37947338188026
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,19736.8389057751
Madagascar,MDG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,42.37672605
Madagascar,MDG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Madagascar,MDG,Net migration,SM.POP.NETM,..
Madagascar,MDG,Population growth (annual %),SP.POP.GROW,2.64087322692548
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,47.5954262633207
Malawi,MWI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.463664696
Malawi,MWI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Malawi,MWI,Net migration,SM.POP.NETM,..
Malawi,MWI,Population growth (annual %),SP.POP.GROW,2.65493985228086
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,202.905759439966
Malaysia,MYS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Malaysia,MYS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Malaysia,MYS,Net migration,SM.POP.NETM,..
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,1.29428505685727
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,98.5116359762593
Maldives,MDV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Maldives,MDV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Maldives,MDV,Net migration,SM.POP.NETM,..
Maldives,MDV,Population growth (annual %),SP.POP.GROW,1.78913012096883
Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,1801.80666666667
Mali,MLI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.93614394
Mali,MLI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mali,MLI,Net migration,SM.POP.NETM,..
Mali,MLI,Population growth (annual %),SP.POP.GROW,2.97104277387719
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,16.5964595677722
Malta,MLT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Malta,MLT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Malta,MLT,Net migration,SM.POP.NETM,..
Malta,MLT,Population growth (annual %),SP.POP.GROW,4.12416960622934
Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,1641.515625
Marshall Islands,MHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.754285962
Marshall Islands,MHL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Marshall Islands,MHL,Net migration,SM.POP.NETM,..
Marshall Islands,MHL,Population growth (annual %),SP.POP.GROW,0.683140343718677
Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,328.855555555556
Mauritania,MRT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,30.67496665
Mauritania,MRT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mauritania,MRT,Net migration,SM.POP.NETM,..
Mauritania,MRT,Population growth (annual %),SP.POP.GROW,2.70222792468346
Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,4.51116716794412
Mauritius,MUS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Mauritius,MUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mauritius,MUS,Net migration,SM.POP.NETM,..
Mauritius,MUS,Population growth (annual %),SP.POP.GROW,0.00229117608844013
Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,623.51724137931
Mexico,MEX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.096456614
Mexico,MEX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mexico,MEX,Net migration,SM.POP.NETM,..
Mexico,MEX,Population growth (annual %),SP.POP.GROW,1.05824003448927
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,66.3251385066488
"Micronesia, Fed. Sts.",FSM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
"Micronesia, Fed. Sts.",FSM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Micronesia, Fed. Sts.",FSM,Net migration,SM.POP.NETM,..
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,1.05755425586524
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,164.315714285714
Moldova,MDA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.133352337
Moldova,MDA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Moldova,MDA,Net migration,SM.POP.NETM,..
Moldova,MDA,Population growth (annual %),SP.POP.GROW,-1.72056466408314
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,91.1424224383145
Monaco,MCO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Monaco,MCO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Monaco,MCO,Net migration,SM.POP.NETM,..
Monaco,MCO,Population growth (annual %),SP.POP.GROW,0.708343220788784
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,19360.6314750863
Mongolia,MNG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,8.421865806
Mongolia,MNG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mongolia,MNG,Net migration,SM.POP.NETM,..
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,1.63381332696237
Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2.10517352649373
Montenegro,MNE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.041845763
Montenegro,MNE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Montenegro,MNE,Net migration,SM.POP.NETM,..
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,-0.0498494075831493
Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,46.2243866171004
Morocco,MAR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1.733447118
Morocco,MAR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Morocco,MAR,Net migration,SM.POP.NETM,..
Morocco,MAR,Population growth (annual %),SP.POP.GROW,1.19592077719908
Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,82.7034685189334
Mozambique,MOZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,20.74359225
Mozambique,MOZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mozambique,MOZ,Net migration,SM.POP.NETM,..
Mozambique,MOZ,Population growth (annual %),SP.POP.GROW,2.88683035436546
Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,39.745968870012
Myanmar,MMR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.996069735
Myanmar,MMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Myanmar,MMR,Net migration,SM.POP.NETM,..
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,0.671933327635634
Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,83.3496131987316
Namibia,NAM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,47.15931001
Namibia,NAM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Namibia,NAM,Net migration,SM.POP.NETM,..
Namibia,NAM,Population growth (annual %),SP.POP.GROW,1.84267165011262
Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,3.08629523011333
Nauru,NRU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..
Nauru,NRU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Nauru,NRU,Net migration,SM.POP.NETM,..
Nauru,NRU,Population growth (annual %),SP.POP.GROW,0.648210437104788
Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,541.7
Nepal,NPL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.782587852
Nepal,NPL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Nepal,NPL,Net migration,SM.POP.NETM,..
Nepal,NPL,Population growth (annual %),SP.POP.GROW,1.8290862928371
Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,203.256421346355
Netherlands,NLD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
Netherlands,NLD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Netherlands,NLD,Net migration,SM.POP.NETM,..
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.55347099272609
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,518.002346302346
New Caledonia,NCL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
New Caledonia,NCL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
New Caledonia,NCL,Net migration,SM.POP.NETM,..
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,0.242977699337273
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,14.8774617067834
New Zealand,NZL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0
New Zealand,NZL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
New Zealand,NZL,Net migration,SM.POP.NETM,..
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,2.08680413331013
New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,19.3091792943679
Nicaragua,NIC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.791772689
Nicaragua,NIC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Nicaragua,NIC,Net migration,SM.POP.NETM,..
Nicaragua,NIC,Population growth (annual %),SP.POP.GROW,1.2004799883363
Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,55.0486455044042
Niger,NER,People practicing open defecation (% of population),SH.STA.ODFC.ZS,68.10619172
Niger,NER,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Niger,NER,Net migration,SM.POP.NETM,..
Niger,NER,Population growth (annual %),SP.POP.GROW,3.77135127458367
Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,19.1099992105471
Nigeria,NGA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.66249807
Nigeria,NGA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Nigeria,NGA,Net migration,SM.POP.NETM,..
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.54297340536727
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,226.335504024068
North Macedonia,MKD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.128116286
North Macedonia,MKD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
North Macedonia,MKD,Net migration,SM.POP.NETM,..
North Macedonia,MKD,Population growth (annual %),SP.POP.GROW,-0.00374384605348414
North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,82.6082474226804
Northern Mariana Islands,MNP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.159628312
